Time(s) Column1 Column2 Y
36.88 0.333333 -2.38898e-15 0.333333
36.89 0.333333 -2.38898e-15 0.333333
36.9 0.333333 -2.38898e-15 0.333333
36.91 0.333333 -2.38898e-15 0.333333
36.92 0.333333 -2.38898e-15 0.333333
36.93 0.333333 -2.38898e-15 0.333333
36.94 0.333333 -2.38898e-15 0.333333
36.95 0.333333 -2.38898e-15 0.333333
36.96 0.333333 -2.38898e-15 0.333333
36.97 0.333333 -2.38898e-15 0.333333
36.98 0.333333 -2.38898e-15 0.333333
36.99 0.333333 -2.38898e-15 0.333333
37 0.333333 -2.38898e-15 0.333333
37.01 0.333333 -2.38898e-15 0.333333
37.02 0.333333 -2.38898e-15 0.333333
37.03 0.333333 -2.38898e-15 0.333333
37.04 0.333333 -2.38898e-15 0.333333
37.05 0.333333 -2.38898e-15 0.333333
37.06 0.333333 -2.38898e-15 0.333333
37.07 0.333333 -2.38898e-15 0.333333
37.08 0.333333 -2.38898e-15 0.333333
37.09 0.333333 -2.38898e-15 0.333333
37.1 0.333333 -2.38898e-15 0.333333
37.11 0.333333 -2.38898e-15 0.333333
37.12 0.333333 -2.38898e-15 0.333333
37.13 0.333333 -2.38898e-15 0.333333
37.14 0.333333 -2.38898e-15 0.333333
37.15 0.333333 -2.38898e-15 0.333333
37.16 0.333333 -2.38898e-15 0.333333
37.17 0.333333 -2.38898e-15 0.333333
37.18 0.333333 -2.38898e-15 0.333333
37.19 0.333333 -2.38898e-15 0.333333
37.2 0.333333 -2.38898e-15 0.333333
37.21 0.333333 -2.38898e-15 0.333333
37.22 0.333333 -2.38898e-15 0.333333
37.23 0.333333 -2.38898e-15 0.333333
37.24 0.333333 -2.38898e-15 0.333333
37.25 0.333333 -2.38898e-15 0.333333
37.26 0.333333 -2.38898e-15 0.333333
37.27 0.333333 -2.38898e-15 0.333333
37.28 0.333333 -2.38898e-15 0.333333
37.29 0.333333 -2.38898e-15 0.333333
37.3 0.333333 -2.38898e-15 0.333333
37.31 0.333333 -2.38898e-15 0.333333
37.32 0.333333 -2.38898e-15 0.333333
37.33 0.333333 -2.38898e-15 0.333333
37.34 0.333333 -2.38898e-15 0.333333
37.35 0.333333 -2.38898e-15 0.333333
37.36 0.333333 -2.38898e-15 0.333333
37.37 0.333333 -2.38898e-15 0.333333
37.38 0.333333 -2.38898e-15 0.333333
37.39 0.333333 -2.38898e-15 0.333333
37.4 0.333333 -2.38898e-15 0.333333
37.41 0.333333 -2.38898e-15 0.333333
37.42 0.333333 -2.38898e-15 0.333333
37.43 0.333333 -2.38898e-15 0.333333
37.44 0.333333 -2.38898e-15 0.333333
37.45 0.333333 -2.38898e-15 0.333333
37.46 0.333333 -2.38898e-15 0.333333
37.47 0.333333 -2.38898e-15 0.333333
37.48 0.333333 -2.38898e-15 0.333333
37.49 0.333333 -2.38898e-15 0.333333
37.5 0.333333 -2.38898e-15 0.333333
37.51 0.333333 -2.38898e-15 0.333333
37.52 0.333333 -2.38898e-15 0.333333
37.53 0.333333 -2.38898e-15 0.333333
37.54 0.333333 -2.38898e-15 0.333333
37.55 0.333333 -2.38898e-15 0.333333
37.56 0.333333 -2.38898e-15 0.333333
37.57 0.333333 -2.38898e-15 0.333333
37.58 0.333333 -2.38898e-15 0.333333
37.59 0.333333 -2.38898e-15 0.333333
37.6 0.333333 -2.38898e-15 0.333333
37.61 0.333333 -2.38898e-15 0.333333
37.62 0.333333 -2.38898e-15 0.333333
37.63 0.333333 -2.38898e-15 0.333333
37.64 0.333333 -2.38898e-15 0.333333
37.65 0.333333 -2.38898e-15 0.333333
37.66 0.333333 -2.38898e-15 0.333333
37.67 0.333333 -2.38898e-15 0.333333
37.68 0.333333 -2.38898e-15 0.333333
37.69 0.333333 -2.38898e-15 0.333333
37.7 0.333333 -2.38898e-15 0.333333
37.71 0.333333 -2.38898e-15 0.333333
37.72 0.333333 -2.38898e-15 0.333333
37.73 0.333333 -2.38898e-15 0.333333
37.74 0.333333 -2.38898e-15 0.333333
37.75 0.333333 -2.38898e-15 0.333333
37.76 0.333333 -2.38898e-15 0.333333
37.77 0.333333 -2.38898e-15 0.333333
37.78 0.333333 -2.38898e-15 0.333333
37.79 0.333333 -2.38898e-15 0.333333
37.8 0.333333 -2.38898e-15 0.333333
37.81 0.333333 -2.38898e-15 0.333333
37.82 0.333333 -2.38898e-15 0.333333
37.83 0.333333 -2.38898e-15 0.333333
37.84 0.333333 -2.38898e-15 0.333333
37.85 0.333333 -2.38898e-15 0.333333
37.86 0.333333 -2.38898e-15 0.333333
37.87 0.333333 -2.38898e-15 0.333333
37.88 0.333333 -2.38898e-15 0.333333
37.89 0.333333 -2.38898e-15 0.333333
37.9 0.333333 -2.38898e-15 0.333333
37.91 0.333333 -2.38898e-15 0.333333
37.92 0.333333 -2.38898e-15 0.333333
37.93 0.333333 -2.38898e-15 0.333333
37.94 0.333333 -2.38898e-15 0.333333
37.95 0.333333 -2.38898e-15 0.333333
37.96 0.333333 -2.38898e-15 0.333333
37.97 0.333333 -2.38898e-15 0.333333
37.98 0.333333 -2.38898e-15 0.333333
37.99 0.333333 -2.38898e-15 0.333333
38 0.333333 -2.38898e-15 0.333333
38.01 0.333333 -2.38898e-15 0.333333
38.02 0.333333 -2.38898e-15 0.333333
38.03 0.333333 -2.38898e-15 0.333333
38.04 0.333333 -2.38898e-15 0.333333
38.05 0.333333 -2.38898e-15 0.333333
38.06 0.333333 -2.38898e-15 0.333333
38.07 0.333333 -2.38898e-15 0.333333
38.08 0.333333 -2.38898e-15 0.333333
38.09 0.333333 -2.38898e-15 0.333333
38.1 0.333333 -2.38898e-15 0.333333
38.11 0.333333 -2.38898e-15 0.333333
38.12 0.333333 -2.38898e-15 0.333333
38.13 0.333333 -2.38898e-15 0.333333
38.14 0.333333 -2.38898e-15 0.333333
38.15 0.333333 -2.38898e-15 0.333333
38.16 0.333333 -2.38898e-15 0.333333
38.17 0.333333 -2.38898e-15 0.333333
38.18 0.333333 -2.38898e-15 0.333333
38.19 0.333333 -2.38898e-15 0.333333
38.2 0.333333 -2.38898e-15 0.333333
38.21 0.333333 -2.38898e-15 0.333333
38.22 0.333333 -2.38898e-15 0.333333
38.23 0.333333 -2.38898e-15 0.333333
38.24 0.333333 -2.38898e-15 0.333333
38.25 0.333333 -2.38898e-15 0.333333
38.26 0.333333 -2.38898e-15 0.333333
38.27 0.333333 -2.38898e-15 0.333333
38.28 0.333333 -2.38898e-15 0.333333
38.29 0.333333 -2.38898e-15 0.333333
38.3 0.333333 -2.38898e-15 0.333333
38.31 0.333333 -2.38898e-15 0.333333
38.32 0.333333 -2.38898e-15 0.333333
38.33 0.333333 -2.38898e-15 0.333333
38.34 0.333333 -2.38898e-15 0.333333
38.35 0.333333 -2.38898e-15 0.333333
38.36 0.333333 -2.38898e-15 0.333333
38.37 0.333333 -2.38898e-15 0.333333
38.38 0.333333 -2.38898e-15 0.333333
38.39 0.333333 -2.38898e-15 0.333333
38.4 0.333333 -2.38898e-15 0.333333
38.41 0.333333 -2.38898e-15 0.333333
38.42 0.333333 -2.38898e-15 0.333333
38.43 0.333333 -2.38898e-15 0.333333
38.44 0.333333 -2.38898e-15 0.333333
38.45 0.333333 -2.38898e-15 0.333333
38.46 0.333333 -2.38898e-15 0.333333
38.47 0.333333 -2.38898e-15 0.333333
38.48 0.333333 -2.38898e-15 0.333333
38.49 0.333333 -2.38898e-15 0.333333
38.5 0.333333 -2.38898e-15 0.333333
38.51 0.333333 -2.38898e-15 0.333333
38.52 0.333333 -2.38898e-15 0.333333
38.53 0.333333 -2.38898e-15 0.333333
38.54 0.333333 -2.38898e-15 0.333333
38.55 0.333333 -2.38898e-15 0.333333
38.56 0.333333 -2.38898e-15 0.333333
38.57 0.333333 -2.38898e-15 0.333333
38.58 0.333333 -2.38898e-15 0.333333
38.59 0.333333 -2.38898e-15 0.333333
38.6 0.333333 -2.38898e-15 0.333333
38.61 0.333333 -2.38898e-15 0.333333
38.62 0.333333 -2.38898e-15 0.333333
38.63 0.333333 -2.38898e-15 0.333333
38.64 0.333333 -2.38898e-15 0.333333
38.65 0.333333 -2.38898e-15 0.333333
38.66 0.333333 -2.38898e-15 0.333333
38.67 0.333333 -2.38898e-15 0.333333
38.68 0.333333 -2.38898e-15 0.333333
38.69 0.333333 -2.38898e-15 0.333333
38.7 0.333333 -2.38898e-15 0.333333
38.71 0.333333 -2.38898e-15 0.333333
38.72 0.333333 -2.38898e-15 0.333333
38.73 0.333333 -2.38898e-15 0.333333
38.74 0.333333 -2.38898e-15 0.333333
38.75 0.333333 -2.38898e-15 0.333333
38.76 0.333333 -2.38898e-15 0.333333
38.77 0.333333 -2.38898e-15 0.333333
38.78 0.333333 -2.38898e-15 0.333333
38.79 0.333333 -2.38898e-15 0.333333
38.8 0.333333 -2.38898e-15 0.333333
38.81 0.333333 -2.38898e-15 0.333333
38.82 0.333333 -2.38898e-15 0.333333
38.83 0.333333 -2.38898e-15 0.333333
38.84 0.333333 -2.38898e-15 0.333333
38.85 0.333333 -2.38898e-15 0.333333
38.86 0.333333 -2.38898e-15 0.333333
38.87 0.333333 -2.38898e-15 0.333333
38.88 0.333333 -2.38898e-15 0.333333
38.89 0.333333 -2.38898e-15 0.333333
38.9 0.333333 -2.38898e-15 0.333333
38.91 0.333333 -2.38898e-15 0.333333
38.92 0.333333 -2.38898e-15 0.333333
38.93 0.333333 -2.38898e-15 0.333333
38.94 0.333333 -2.38898e-15 0.333333
38.95 0.333333 -2.38898e-15 0.333333
38.96 0.333333 -2.38898e-15 0.333333
38.97 0.333333 -2.38898e-15 0.333333
38.98 0.333333 -2.38898e-15 0.333333
38.99 0.333333 -2.38898e-15 0.333333
39 0.333333 -2.38898e-15 0.333333
39.01 0.333333 -2.38898e-15 0.333333
39.02 0.333333 -2.38898e-15 0.333333
39.03 0.333333 -2.38898e-15 0.333333
39.04 0.333333 -2.38898e-15 0.333333
39.05 0.333333 -2.38898e-15 0.333333
39.06 0.333333 -2.38898e-15 0.333333
39.07 0.333333 -2.38898e-15 0.333333
39.08 0.333333 -2.38898e-15 0.333333
39.09 0.333333 -2.38898e-15 0.333333
39.1 0.333333 -2.38898e-15 0.333333
39.11 0.333333 -2.38898e-15 0.333333
39.12 0.333333 -2.38898e-15 0.333333
39.13 0.333333 -2.38898e-15 0.333333
39.14 0.333333 -2.38898e-15 0.333333
39.15 0.333333 -2.38898e-15 0.333333
39.16 0.333333 -2.38898e-15 0.333333
39.17 0.333333 -2.38898e-15 0.333333
39.18 0.333333 -2.38898e-15 0.333333
39.19 0.333333 -2.38898e-15 0.333333
39.2 0.333333 -2.38898e-15 0.333333
39.21 0.333333 -2.38898e-15 0.333333
39.22 0.333333 -2.38898e-15 0.333333
39.23 0.333333 -2.38898e-15 0.333333
39.24 0.333333 -2.38898e-15 0.333333
39.25 0.333333 -2.38898e-15 0.333333
39.26 0.333333 -2.38898e-15 0.333333
39.27 0.333333 -2.38898e-15 0.333333
39.28 0.333333 -2.38898e-15 0.333333
39.29 0.333333 -2.38898e-15 0.333333
39.3 0.333333 -2.38898e-15 0.333333
39.31 0.333333 -2.38898e-15 0.333333
39.32 0.333333 -2.38898e-15 0.333333
39.33 0.333333 -2.38898e-15 0.333333
39.34 0.333333 -2.38898e-15 0.333333
39.35 0.333333 -2.38898e-15 0.333333
39.36 0.333333 -2.38898e-15 0.333333
39.37 0.333333 -2.38898e-15 0.333333
39.38 0.333333 -2.38898e-15 0.333333
39.39 0.333333 -2.38898e-15 0.333333
39.4 0.333333 -2.38898e-15 0.333333
39.41 0.333333 -2.38898e-15 0.333333
39.42 0.333333 -2.38898e-15 0.333333
39.43 0.333333 -2.38898e-15 0.333333
39.44 0.333333 -2.38898e-15 0.333333
39.45 0.333333 -2.38898e-15 0.333333
39.46 0.333333 -2.38898e-15 0.333333
39.47 0.333333 -2.38898e-15 0.333333
39.48 0.333333 -2.38898e-15 0.333333
39.49 0.333333 -2.38898e-15 0.333333
39.5 0.333333 -2.38898e-15 0.333333
39.51 0.333333 -2.38898e-15 0.333333
39.52 0.333333 -2.38898e-15 0.333333
39.53 0.333333 -2.38898e-15 0.333333
39.54 0.333333 -2.38898e-15 0.333333
39.55 0.333333 -2.38898e-15 0.333333
39.56 0.333333 -2.38898e-15 0.333333
39.57 0.333333 -2.38898e-15 0.333333
39.58 0.333333 -2.38898e-15 0.333333
39.59 0.333333 -2.38898e-15 0.333333
39.6 0.333333 -2.38898e-15 0.333333
39.61 0.333333 -2.38898e-15 0.333333
39.62 0.333333 -2.38898e-15 0.333333
39.63 0.333333 -2.38898e-15 0.333333
39.64 0.333333 -2.38898e-15 0.333333
39.65 0.333333 -2.38898e-15 0.333333
39.66 0.333333 -2.38898e-15 0.333333
39.67 0.333333 -2.38898e-15 0.333333
39.68 0.333333 -2.38898e-15 0.333333
39.69 0.333333 -2.38898e-15 0.333333
39.7 0.333333 -2.38898e-15 0.333333
39.71 0.333333 -2.38898e-15 0.333333
39.72 0.333333 -2.38898e-15 0.333333
39.73 0.333333 -2.38898e-15 0.333333
39.74 0.333333 -2.38898e-15 0.333333
39.75 0.333333 -2.38898e-15 0.333333
39.76 0.333333 -2.38898e-15 0.333333
39.77 0.333333 -2.38898e-15 0.333333
39.78 0.333333 -2.38898e-15 0.333333
39.79 0.333333 -2.38898e-15 0.333333
39.8 0.333333 -2.38898e-15 0.333333
39.81 0.333333 -2.38898e-15 0.333333
39.82 0.333333 -2.38898e-15 0.333333
39.83 0.333333 -2.38898e-15 0.333333
39.84 0.333333 -2.38898e-15 0.333333
39.85 0.333333 -2.38898e-15 0.333333
39.86 0.333333 -2.38898e-15 0.333333
39.87 0.333333 -2.38898e-15 0.333333
39.88 0.333333 -2.38898e-15 0.333333
39.89 0.333333 -2.38898e-15 0.333333
39.9 0.333333 -2.38898e-15 0.333333
39.91 0.333333 -2.38898e-15 0.333333
39.92 0.333333 -2.38898e-15 0.333333
39.93 0.333333 -2.38898e-15 0.333333
39.94 0.333333 -2.38898e-15 0.333333
39.95 0.333333 -2.38898e-15 0.333333
39.96 0.333333 -2.38898e-15 0.333333
39.97 0.333333 -2.38898e-15 0.333333
39.98 0.333333 -2.38898e-15 0.333333
39.99 0.333333 -2.38898e-15 0.333333
40 0.333333 -2.38898e-15 0.333333
40.01 0.333333 -2.38898e-15 0.333333
40.02 0.333333 -2.38898e-15 0.333333
40.03 0.333333 -2.38898e-15 0.333333
40.04 0.333333 -2.38898e-15 0.333333
40.05 0.333333 -2.38898e-15 0.333333
40.06 0.333333 -2.38898e-15 0.333333
40.07 0.333333 -2.38898e-15 0.333333
40.08 0.333333 -2.38898e-15 0.333333
40.09 0.333333 -2.38898e-15 0.333333
40.1 0.333333 -2.38898e-15 0.333333
40.11 0.333333 -2.38898e-15 0.333333
40.12 0.333333 -2.38898e-15 0.333333
40.13 0.333333 -2.38898e-15 0.333333
40.14 0.333333 -2.38898e-15 0.333333
40.15 0.333333 -2.38898e-15 0.333333
40.16 0.333333 -2.38898e-15 0.333333
40.17 0.333333 -2.38898e-15 0.333333
40.18 0.333333 -2.38898e-15 0.333333
40.19 0.333333 -2.38898e-15 0.333333
40.2 0.333333 -2.38898e-15 0.333333
40.21 0.333333 -2.38898e-15 0.333333
40.22 0.333333 -2.38898e-15 0.333333
40.23 0.333333 -2.38898e-15 0.333333
40.24 0.333333 -2.38898e-15 0.333333
40.25 0.333333 -2.38898e-15 0.333333
40.26 0.333333 -2.38898e-15 0.333333
40.27 0.333333 -2.38898e-15 0.333333
40.28 0.333333 -2.38898e-15 0.333333
40.29 0.333333 -2.38898e-15 0.333333
40.3 0.333333 -2.38898e-15 0.333333
40.31 0.333333 -2.38898e-15 0.333333
40.32 0.333333 -2.38898e-15 0.333333
40.33 0.333333 -2.38898e-15 0.333333
40.34 0.333333 -2.38898e-15 0.333333
40.35 0.333333 -2.38898e-15 0.333333
40.36 0.333333 -2.38898e-15 0.333333
40.37 0.333333 -2.38898e-15 0.333333
40.38 0.333333 -2.38898e-15 0.333333
40.39 0.333333 -2.38898e-15 0.333333
40.4 0.333333 -2.38898e-15 0.333333
40.41 0.333333 -2.38898e-15 0.333333
40.42 0.333333 -2.38898e-15 0.333333
40.43 0.333333 -2.38898e-15 0.333333
40.44 0.333333 -2.38898e-15 0.333333
40.45 0.333333 -2.38898e-15 0.333333
40.46 0.333333 -2.38898e-15 0.333333
40.47 0.333333 -2.38898e-15 0.333333
40.48 0.333333 -2.38898e-15 0.333333
40.49 0.333333 -2.38898e-15 0.333333
40.5 0.333333 -2.38898e-15 0.333333
40.51 0.333333 -2.38898e-15 0.333333
40.52 0.333333 -2.38898e-15 0.333333
40.53 0.333333 -2.38898e-15 0.333333
40.54 0.333333 -2.38898e-15 0.333333
40.55 0.333333 -2.38898e-15 0.333333
40.56 0.333333 -2.38898e-15 0.333333
40.57 0.333333 -2.38898e-15 0.333333
40.58 0.333333 -2.38898e-15 0.333333
40.59 0.333333 -2.38898e-15 0.333333
40.6 0.333333 -2.38898e-15 0.333333
40.61 0.333333 -2.38898e-15 0.333333
40.62 0.333333 -2.38898e-15 0.333333
40.63 0.333333 -2.38898e-15 0.333333
40.64 0.333333 -2.38898e-15 0.333333
40.65 0.333333 -2.38898e-15 0.333333
40.66 0.333333 -2.38898e-15 0.333333
40.67 0.333333 -2.38898e-15 0.333333
40.68 0.333333 -2.38898e-15 0.333333
40.69 0.333333 -2.38898e-15 0.333333
40.7 0.333333 -2.38898e-15 0.333333
40.71 0.333333 -2.38898e-15 0.333333
40.72 0.333333 -2.38898e-15 0.333333
40.73 0.333333 -2.38898e-15 0.333333
40.74 0.333333 -2.38898e-15 0.333333
40.75 0.333333 -2.38898e-15 0.333333
40.76 0.333333 -2.38898e-15 0.333333
40.77 0.333333 -2.38898e-15 0.333333
40.78 0.333333 -2.38898e-15 0.333333
40.79 0.333333 -2.38898e-15 0.333333
40.8 0.333333 -2.38898e-15 0.333333
40.81 0.333333 -2.38898e-15 0.333333
40.82 0.333333 -2.38898e-15 0.333333
40.83 0.333333 -2.38898e-15 0.333333
40.84 0.333333 -2.38898e-15 0.333333
40.85 0.333333 -2.38898e-15 0.333333
40.86 0.333333 -2.38898e-15 0.333333
40.87 0.333333 -2.38898e-15 0.333333
40.88 0.333333 -2.38898e-15 0.333333
40.89 0.333333 -2.38898e-15 0.333333
40.9 0.333333 -2.38898e-15 0.333333
40.91 0.333333 -2.38898e-15 0.333333
40.92 0.333333 -2.38898e-15 0.333333
40.93 0.333333 -2.38898e-15 0.333333
40.94 0.333333 -2.38898e-15 0.333333
40.95 0.333333 -2.38898e-15 0.333333
40.96 0.333333 -2.38898e-15 0.333333
40.97 0.333333 -2.38898e-15 0.333333
40.98 0.333333 -2.38898e-15 0.333333
40.99 0.333333 -2.38898e-15 0.333333
41 0.333333 -2.38898e-15 0.333333
41.01 0.333333 -2.38898e-15 0.333333
41.02 0.333333 -2.38898e-15 0.333333
41.03 0.333333 -2.38898e-15 0.333333
41.04 0.333333 -2.38898e-15 0.333333
41.05 0.333333 -2.38898e-15 0.333333
41.06 0.333333 -2.38898e-15 0.333333
41.07 0.333333 -2.38898e-15 0.333333
41.08 0.333333 -2.38898e-15 0.333333
41.09 0.333333 -2.38898e-15 0.333333
41.1 0.333333 -2.38898e-15 0.333333
41.11 0.333333 -2.38898e-15 0.333333
41.12 0.333333 -2.38898e-15 0.333333
41.13 0.333333 -2.38898e-15 0.333333
41.14 0.333333 -2.38898e-15 0.333333
41.15 0.333333 -2.38898e-15 0.333333
41.16 0.333333 -2.38898e-15 0.333333
41.17 0.333333 -2.38898e-15 0.333333
41.18 0.333333 -2.38898e-15 0.333333
41.19 0.333333 -2.38898e-15 0.333333
41.2 0.333333 -2.38898e-15 0.333333
41.21 0.333333 -2.38898e-15 0.333333
41.22 0.333333 -2.38898e-15 0.333333
41.23 0.333333 -2.38898e-15 0.333333
41.24 0.333333 -2.38898e-15 0.333333
41.25 0.333333 -2.38898e-15 0.333333
41.26 0.333333 -2.38898e-15 0.333333
41.27 0.333333 -2.38898e-15 0.333333
41.28 0.333333 -2.38898e-15 0.333333
41.29 0.333333 -2.38898e-15 0.333333
41.3 0.333333 -2.38898e-15 0.333333
41.31 0.333333 -2.38898e-15 0.333333
41.32 0.333333 -2.38898e-15 0.333333
41.33 0.333333 -2.38898e-15 0.333333
41.34 0.333333 -2.38898e-15 0.333333
41.35 0.333333 -2.38898e-15 0.333333
41.36 0.333333 -2.38898e-15 0.333333
41.37 0.333333 -2.38898e-15 0.333333
41.38 0.333333 -2.38898e-15 0.333333
41.39 0.333333 -2.38898e-15 0.333333
41.4 0.333333 -2.38898e-15 0.333333
41.41 0.333333 -2.38898e-15 0.333333
41.42 0.333333 -2.38898e-15 0.333333
41.43 0.333333 -2.38898e-15 0.333333
41.44 0.333333 -2.38898e-15 0.333333
41.45 0.333333 -2.38898e-15 0.333333
41.46 0.333333 -2.38898e-15 0.333333
41.47 0.333333 -2.38898e-15 0.333333
41.48 0.333333 -2.38898e-15 0.333333
41.49 0.333333 -2.38898e-15 0.333333
41.5 0.333333 -2.38898e-15 0.333333
41.51 0.333333 -2.38898e-15 0.333333
41.52 0.333333 -2.38898e-15 0.333333
41.53 0.333333 -2.38898e-15 0.333333
41.54 0.333333 -2.38898e-15 0.333333
41.55 0.333333 -2.38898e-15 0.333333
41.56 0.333333 -2.38898e-15 0.333333
41.57 0.333333 -2.38898e-15 0.333333
41.58 0.333333 -2.38898e-15 0.333333
41.59 0.333333 -2.38898e-15 0.333333
41.6 0.333333 -2.38898e-15 0.333333
41.61 0.333333 -2.38898e-15 0.333333
41.62 0.333333 -2.38898e-15 0.333333
41.63 0.333333 -2.38898e-15 0.333333
41.64 0.333333 -2.38898e-15 0.333333
41.65 0.333333 -2.38898e-15 0.333333
41.66 0.333333 -2.38898e-15 0.333333
41.67 0.333333 -2.38898e-15 0.333333
41.68 0.333333 -2.38898e-15 0.333333
41.69 0.333333 -2.38898e-15 0.333333
41.7 0.333333 -2.38898e-15 0.333333
41.71 0.333333 -2.38898e-15 0.333333
41.72 0.333333 -2.38898e-15 0.333333
41.73 0.333333 -2.38898e-15 0.333333
41.74 0.333333 -2.38898e-15 0.333333
41.75 0.333333 -2.38898e-15 0.333333
41.76 0.333333 -2.38898e-15 0.333333
41.77 0.333333 -2.38898e-15 0.333333
41.78 0.333333 -2.38898e-15 0.333333
41.79 0.333333 -2.38898e-15 0.333333
41.8 0.333333 -2.38898e-15 0.333333
41.81 0.333333 -2.38898e-15 0.333333
41.82 0.333333 -2.38898e-15 0.333333
41.83 0.333333 -2.38898e-15 0.333333
41.84 0.333333 -2.38898e-15 0.333333
41.85 0.333333 -2.38898e-15 0.333333
41.86 0.333333 -2.38898e-15 0.333333
41.87 0.333333 -2.38898e-15 0.333333
41.88 0.333333 -2.38898e-15 0.333333
41.89 0.333333 -2.38898e-15 0.333333
41.9 0.333333 -2.38898e-15 0.333333
41.91 0.333333 -2.38898e-15 0.333333
41.92 0.333333 -2.38898e-15 0.333333
41.93 0.333333 -2.38898e-15 0.333333
41.94 0.333333 -2.38898e-15 0.333333
41.95 0.333333 -2.38898e-15 0.333333
41.96 0.333333 -2.38898e-15 0.333333
41.97 0.333333 -2.38898e-15 0.333333
41.98 0.333333 -2.38898e-15 0.333333
41.99 0.333333 -2.38898e-15 0.333333
42 0.333333 -2.38898e-15 0.333333
42.01 0.333333 -2.38898e-15 0.333333
42.02 0.333333 -2.38898e-15 0.333333
42.03 0.333333 -2.38898e-15 0.333333
42.04 0.333333 -2.38898e-15 0.333333
42.05 0.333333 -2.38898e-15 0.333333
42.06 0.333333 -2.38898e-15 0.333333
42.07 0.333333 -2.38898e-15 0.333333
42.08 0.333333 -2.38898e-15 0.333333
42.09 0.333333 -2.38898e-15 0.333333
42.1 0.333333 -2.38898e-15 0.333333
42.11 0.333333 -2.38898e-15 0.333333
42.12 0.333333 -2.38898e-15 0.333333
42.13 0.333333 -2.38898e-15 0.333333
42.14 0.333333 -2.38898e-15 0.333333
42.15 0.333333 -2.38898e-15 0.333333
42.16 0.333333 -2.38898e-15 0.333333
42.17 0.333333 -2.38898e-15 0.333333
42.18 0.333333 -2.38898e-15 0.333333
42.19 0.333333 -2.38898e-15 0.333333
42.2 0.333333 -2.38898e-15 0.333333
42.21 0.333333 -2.38898e-15 0.333333
42.22 0.333333 -2.38898e-15 0.333333
42.23 0.333333 -2.38898e-15 0.333333
42.24 0.333333 -2.38898e-15 0.333333
42.25 0.333333 -2.38898e-15 0.333333
42.26 0.333333 -2.38898e-15 0.333333
42.27 0.333333 -2.38898e-15 0.333333
42.28 0.333333 -2.38898e-15 0.333333
42.29 0.333333 -2.38898e-15 0.333333
42.3 0.333333 -2.38898e-15 0.333333
42.31 0.333333 -2.38898e-15 0.333333
42.32 0.333333 -2.38898e-15 0.333333
42.33 0.333333 -2.38898e-15 0.333333
42.34 0.333333 -2.38898e-15 0.333333
42.35 0.333333 -2.38898e-15 0.333333
42.36 0.333333 -2.38898e-15 0.333333
42.37 0.333333 -2.38898e-15 0.333333
42.38 0.333333 -2.38898e-15 0.333333
42.39 0.333333 -2.38898e-15 0.333333
42.4 0.333333 -2.38898e-15 0.333333
42.41 0.333333 -2.38898e-15 0.333333
42.42 0.333333 -2.38898e-15 0.333333
42.43 0.333333 -2.38898e-15 0.333333
42.44 0.333333 -2.38898e-15 0.333333
42.45 0.333333 -2.38898e-15 0.333333
42.46 0.333333 -2.38898e-15 0.333333
42.47 0.333333 -2.38898e-15 0.333333
42.48 0.333333 -2.38898e-15 0.333333
42.49 0.333333 -2.38898e-15 0.333333
42.5 0.333333 -2.38898e-15 0.333333
42.51 0.333333 -2.38898e-15 0.333333
42.52 0.333333 -2.38898e-15 0.333333
42.53 0.333333 -2.38898e-15 0.333333
42.54 0.333333 -2.38898e-15 0.333333
42.55 0.333333 -2.38898e-15 0.333333
42.56 0.333333 -2.38898e-15 0.333333
42.57 0.333333 -2.38898e-15 0.333333
42.58 0.333333 -2.38898e-15 0.333333
42.59 0.333333 -2.38898e-15 0.333333
42.6 0.333333 -2.38898e-15 0.333333
42.61 0.333333 -2.38898e-15 0.333333
42.62 0.333333 -2.38898e-15 0.333333
42.63 0.333333 -2.38898e-15 0.333333
42.64 0.333333 -2.38898e-15 0.333333
42.65 0.333333 -2.38898e-15 0.333333
42.66 0.333333 -2.38898e-15 0.333333
42.67 0.333333 -2.38898e-15 0.333333
42.68 0.333333 -2.38898e-15 0.333333
42.69 0.333333 -2.38898e-15 0.333333
42.7 0.333333 -2.38898e-15 0.333333
42.71 0.333333 -2.38898e-15 0.333333
42.72 0.333333 -2.38898e-15 0.333333
42.73 0.333333 -2.38898e-15 0.333333
42.74 0.333333 -2.38898e-15 0.333333
42.75 0.333333 -2.38898e-15 0.333333
42.76 0.333333 -2.38898e-15 0.333333
42.77 0.333333 -2.38898e-15 0.333333
42.78 0.333333 -2.38898e-15 0.333333
42.79 0.333333 -2.38898e-15 0.333333
42.8 0.333333 -2.38898e-15 0.333333
42.81 0.333333 -2.38898e-15 0.333333
42.82 0.333333 -2.38898e-15 0.333333
42.83 0.333333 -2.38898e-15 0.333333
42.84 0.333333 -2.38898e-15 0.333333
42.85 0.333333 -2.38898e-15 0.333333
42.86 0.333333 -2.38898e-15 0.333333
42.87 0.333333 -2.38898e-15 0.333333
42.88 0.333333 -2.38898e-15 0.333333
42.89 0.333333 -2.38898e-15 0.333333
42.9 0.333333 -2.38898e-15 0.333333
42.91 0.333333 -2.38898e-15 0.333333
42.92 0.333333 -2.38898e-15 0.333333
42.93 0.333333 -2.38898e-15 0.333333
42.94 0.333333 -2.38898e-15 0.333333
42.95 0.333333 -2.38898e-15 0.333333
