Time(s) Column1 Column2 Y
92.05 0.333333 -2.38898e-15 0.333333
92.06 0.333333 -2.38898e-15 0.333333
92.07 0.333333 -2.38898e-15 0.333333
92.08 0.333333 -2.38898e-15 0.333333
92.09 0.333333 -2.38898e-15 0.333333
92.1 0.333333 -2.38898e-15 0.333333
92.11 0.333333 -2.38898e-15 0.333333
92.12 0.333333 -2.38898e-15 0.333333
92.13 0.333333 -2.38898e-15 0.333333
92.14 0.333333 -2.38898e-15 0.333333
92.15 0.333333 -2.38898e-15 0.333333
92.16 0.333333 -2.38898e-15 0.333333
92.17 0.333333 -2.38898e-15 0.333333
92.18 0.333333 -2.38898e-15 0.333333
92.19 0.333333 -2.38898e-15 0.333333
92.2 0.333333 -2.38898e-15 0.333333
92.21 0.333333 -2.38898e-15 0.333333
92.22 0.333333 -2.38898e-15 0.333333
92.23 0.333333 -2.38898e-15 0.333333
92.24 0.333333 -2.38898e-15 0.333333
92.25 0.333333 -2.38898e-15 0.333333
92.26 0.333333 -2.38898e-15 0.333333
92.27 0.333333 -2.38898e-15 0.333333
92.28 0.333333 -2.38898e-15 0.333333
92.29 0.333333 -2.38898e-15 0.333333
92.3 0.333333 -2.38898e-15 0.333333
92.31 0.333333 -2.38898e-15 0.333333
92.32 0.333333 -2.38898e-15 0.333333
92.33 0.333333 -2.38898e-15 0.333333
92.34 0.333333 -2.38898e-15 0.333333
92.35 0.333333 -2.38898e-15 0.333333
92.36 0.333333 -2.38898e-15 0.333333
92.37 0.333333 -2.38898e-15 0.333333
92.38 0.333333 -2.38898e-15 0.333333
92.39 0.333333 -2.38898e-15 0.333333
92.4 0.333333 -2.38898e-15 0.333333
92.41 0.333333 -2.38898e-15 0.333333
92.42 0.333333 -2.38898e-15 0.333333
92.43 0.333333 -2.38898e-15 0.333333
92.44 0.333333 -2.38898e-15 0.333333
92.45 0.333333 -2.38898e-15 0.333333
92.46 0.333333 -2.38898e-15 0.333333
92.47 0.333333 -2.38898e-15 0.333333
92.48 0.333333 -2.38898e-15 0.333333
92.49 0.333333 -2.38898e-15 0.333333
92.5 0.333333 -2.38898e-15 0.333333
92.51 0.333333 -2.38898e-15 0.333333
92.52 0.333333 -2.38898e-15 0.333333
92.53 0.333333 -2.38898e-15 0.333333
92.54 0.333333 -2.38898e-15 0.333333
92.55 0.333333 -2.38898e-15 0.333333
92.56 0.333333 -2.38898e-15 0.333333
92.57 0.333333 -2.38898e-15 0.333333
92.58 0.333333 -2.38898e-15 0.333333
92.59 0.333333 -2.38898e-15 0.333333
92.6 0.333333 -2.38898e-15 0.333333
92.61 0.333333 -2.38898e-15 0.333333
92.62 0.333333 -2.38898e-15 0.333333
92.63 0.333333 -2.38898e-15 0.333333
92.64 0.333333 -2.38898e-15 0.333333
92.65 0.333333 -2.38898e-15 0.333333
92.66 0.333333 -2.38898e-15 0.333333
92.67 0.333333 -2.38898e-15 0.333333
92.68 0.333333 -2.38898e-15 0.333333
92.69 0.333333 -2.38898e-15 0.333333
92.7 0.333333 -2.38898e-15 0.333333
92.71 0.333333 -2.38898e-15 0.333333
92.72 0.333333 -2.38898e-15 0.333333
92.73 0.333333 -2.38898e-15 0.333333
92.74 0.333333 -2.38898e-15 0.333333
92.75 0.333333 -2.38898e-15 0.333333
92.76 0.333333 -2.38898e-15 0.333333
92.77 0.333333 -2.38898e-15 0.333333
92.78 0.333333 -2.38898e-15 0.333333
92.79 0.333333 -2.38898e-15 0.333333
92.8 0.333333 -2.38898e-15 0.333333
92.81 0.333333 -2.38898e-15 0.333333
92.82 0.333333 -2.38898e-15 0.333333
92.83 0.333333 -2.38898e-15 0.333333
92.84 0.333333 -2.38898e-15 0.333333
92.85 0.333333 -2.38898e-15 0.333333
92.86 0.333333 -2.38898e-15 0.333333
92.87 0.333333 -2.38898e-15 0.333333
92.88 0.333333 -2.38898e-15 0.333333
92.89 0.333333 -2.38898e-15 0.333333
92.9 0.333333 -2.38898e-15 0.333333
92.91 0.333333 -2.38898e-15 0.333333
92.92 0.333333 -2.38898e-15 0.333333
92.93 0.333333 -2.38898e-15 0.333333
92.94 0.333333 -2.38898e-15 0.333333
92.95 0.333333 -2.38898e-15 0.333333
92.96 0.333333 -2.38898e-15 0.333333
92.97 0.333333 -2.38898e-15 0.333333
92.98 0.333333 -2.38898e-15 0.333333
92.99 0.333333 -2.38898e-15 0.333333
93 0.333333 -2.38898e-15 0.333333
93.01 0.333333 -2.38898e-15 0.333333
93.02 0.333333 -2.38898e-15 0.333333
93.03 0.333333 -2.38898e-15 0.333333
93.04 0.333333 -2.38898e-15 0.333333
93.05 0.333333 -2.38898e-15 0.333333
93.06 0.333333 -2.38898e-15 0.333333
93.07 0.333333 -2.38898e-15 0.333333
93.08 0.333333 -2.38898e-15 0.333333
93.09 0.333333 -2.38898e-15 0.333333
93.1 0.333333 -2.38898e-15 0.333333
93.11 0.333333 -2.38898e-15 0.333333
93.12 0.333333 -2.38898e-15 0.333333
93.13 0.333333 -2.38898e-15 0.333333
93.14 0.333333 -2.38898e-15 0.333333
93.15 0.333333 -2.38898e-15 0.333333
93.16 0.333333 -2.38898e-15 0.333333
93.17 0.333333 -2.38898e-15 0.333333
93.18 0.333333 -2.38898e-15 0.333333
93.19 0.333333 -2.38898e-15 0.333333
93.2 0.333333 -2.38898e-15 0.333333
93.21 0.333333 -2.38898e-15 0.333333
93.22 0.333333 -2.38898e-15 0.333333
93.23 0.333333 -2.38898e-15 0.333333
93.24 0.333333 -2.38898e-15 0.333333
93.25 0.333333 -2.38898e-15 0.333333
93.26 0.333333 -2.38898e-15 0.333333
93.27 0.333333 -2.38898e-15 0.333333
93.28 0.333333 -2.38898e-15 0.333333
93.29 0.333333 -2.38898e-15 0.333333
93.3 0.333333 -2.38898e-15 0.333333
93.31 0.333333 -2.38898e-15 0.333333
93.32 0.333333 -2.38898e-15 0.333333
93.33 0.333333 -2.38898e-15 0.333333
93.34 0.333333 -2.38898e-15 0.333333
93.35 0.333333 -2.38898e-15 0.333333
93.36 0.333333 -2.38898e-15 0.333333
93.37 0.333333 -2.38898e-15 0.333333
93.38 0.333333 -2.38898e-15 0.333333
93.39 0.333333 -2.38898e-15 0.333333
93.4 0.333333 -2.38898e-15 0.333333
93.41 0.333333 -2.38898e-15 0.333333
93.42 0.333333 -2.38898e-15 0.333333
93.43 0.333333 -2.38898e-15 0.333333
93.44 0.333333 -2.38898e-15 0.333333
93.45 0.333333 -2.38898e-15 0.333333
93.46 0.333333 -2.38898e-15 0.333333
93.47 0.333333 -2.38898e-15 0.333333
93.48 0.333333 -2.38898e-15 0.333333
93.49 0.333333 -2.38898e-15 0.333333
93.5 0.333333 -2.38898e-15 0.333333
93.51 0.333333 -2.38898e-15 0.333333
93.52 0.333333 -2.38898e-15 0.333333
93.53 0.333333 -2.38898e-15 0.333333
93.54 0.333333 -2.38898e-15 0.333333
93.55 0.333333 -2.38898e-15 0.333333
93.56 0.333333 -2.38898e-15 0.333333
93.57 0.333333 -2.38898e-15 0.333333
93.58 0.333333 -2.38898e-15 0.333333
93.59 0.333333 -2.38898e-15 0.333333
93.6 0.333333 -2.38898e-15 0.333333
93.61 0.333333 -2.38898e-15 0.333333
93.62 0.333333 -2.38898e-15 0.333333
93.63 0.333333 -2.38898e-15 0.333333
93.64 0.333333 -2.38898e-15 0.333333
93.65 0.333333 -2.38898e-15 0.333333
93.66 0.333333 -2.38898e-15 0.333333
93.67 0.333333 -2.38898e-15 0.333333
93.68 0.333333 -2.38898e-15 0.333333
93.69 0.333333 -2.38898e-15 0.333333
93.7 0.333333 -2.38898e-15 0.333333
93.71 0.333333 -2.38898e-15 0.333333
93.72 0.333333 -2.38898e-15 0.333333
93.73 0.333333 -2.38898e-15 0.333333
93.74 0.333333 -2.38898e-15 0.333333
93.75 0.333333 -2.38898e-15 0.333333
93.76 0.333333 -2.38898e-15 0.333333
93.77 0.333333 -2.38898e-15 0.333333
93.78 0.333333 -2.38898e-15 0.333333
93.79 0.333333 -2.38898e-15 0.333333
93.8 0.333333 -2.38898e-15 0.333333
93.81 0.333333 -2.38898e-15 0.333333
93.82 0.333333 -2.38898e-15 0.333333
93.83 0.333333 -2.38898e-15 0.333333
93.84 0.333333 -2.38898e-15 0.333333
93.85 0.333333 -2.38898e-15 0.333333
93.86 0.333333 -2.38898e-15 0.333333
93.87 0.333333 -2.38898e-15 0.333333
93.88 0.333333 -2.38898e-15 0.333333
93.89 0.333333 -2.38898e-15 0.333333
93.9 0.333333 -2.38898e-15 0.333333
93.91 0.333333 -2.38898e-15 0.333333
93.92 0.333333 -2.38898e-15 0.333333
93.93 0.333333 -2.38898e-15 0.333333
93.94 0.333333 -2.38898e-15 0.333333
93.95 0.333333 -2.38898e-15 0.333333
93.96 0.333333 -2.38898e-15 0.333333
93.97 0.333333 -2.38898e-15 0.333333
93.98 0.333333 -2.38898e-15 0.333333
93.99 0.333333 -2.38898e-15 0.333333
94 0.333333 -2.38898e-15 0.333333
94.01 0.333333 -2.38898e-15 0.333333
94.02 0.333333 -2.38898e-15 0.333333
94.03 0.333333 -2.38898e-15 0.333333
94.04 0.333333 -2.38898e-15 0.333333
94.05 0.333333 -2.38898e-15 0.333333
94.06 0.333333 -2.38898e-15 0.333333
94.07 0.333333 -2.38898e-15 0.333333
94.08 0.333333 -2.38898e-15 0.333333
94.09 0.333333 -2.38898e-15 0.333333
94.1 0.333333 -2.38898e-15 0.333333
94.11 0.333333 -2.38898e-15 0.333333
94.12 0.333333 -2.38898e-15 0.333333
94.13 0.333333 -2.38898e-15 0.333333
94.14 0.333333 -2.38898e-15 0.333333
94.15 0.333333 -2.38898e-15 0.333333
94.16 0.333333 -2.38898e-15 0.333333
94.17 0.333333 -2.38898e-15 0.333333
94.18 0.333333 -2.38898e-15 0.333333
94.19 0.333333 -2.38898e-15 0.333333
94.2 0.333333 -2.38898e-15 0.333333
94.21 0.333333 -2.38898e-15 0.333333
94.22 0.333333 -2.38898e-15 0.333333
94.23 0.333333 -2.38898e-15 0.333333
94.24 0.333333 -2.38898e-15 0.333333
94.25 0.333333 -2.38898e-15 0.333333
94.26 0.333333 -2.38898e-15 0.333333
94.27 0.333333 -2.38898e-15 0.333333
94.28 0.333333 -2.38898e-15 0.333333
94.29 0.333333 -2.38898e-15 0.333333
94.3 0.333333 -2.38898e-15 0.333333
94.31 0.333333 -2.38898e-15 0.333333
94.32 0.333333 -2.38898e-15 0.333333
94.33 0.333333 -2.38898e-15 0.333333
94.34 0.333333 -2.38898e-15 0.333333
94.35 0.333333 -2.38898e-15 0.333333
94.36 0.333333 -2.38898e-15 0.333333
94.37 0.333333 -2.38898e-15 0.333333
94.38 0.333333 -2.38898e-15 0.333333
94.39 0.333333 -2.38898e-15 0.333333
94.4 0.333333 -2.38898e-15 0.333333
94.41 0.333333 -2.38898e-15 0.333333
94.42 0.333333 -2.38898e-15 0.333333
94.43 0.333333 -2.38898e-15 0.333333
94.44 0.333333 -2.38898e-15 0.333333
94.45 0.333333 -2.38898e-15 0.333333
94.46 0.333333 -2.38898e-15 0.333333
94.47 0.333333 -2.38898e-15 0.333333
94.48 0.333333 -2.38898e-15 0.333333
94.49 0.333333 -2.38898e-15 0.333333
94.5 0.333333 -2.38898e-15 0.333333
94.51 0.333333 -2.38898e-15 0.333333
94.52 0.333333 -2.38898e-15 0.333333
94.53 0.333333 -2.38898e-15 0.333333
94.54 0.333333 -2.38898e-15 0.333333
94.55 0.333333 -2.38898e-15 0.333333
94.56 0.333333 -2.38898e-15 0.333333
94.57 0.333333 -2.38898e-15 0.333333
94.58 0.333333 -2.38898e-15 0.333333
94.59 0.333333 -2.38898e-15 0.333333
94.6 0.333333 -2.38898e-15 0.333333
94.61 0.333333 -2.38898e-15 0.333333
94.62 0.333333 -2.38898e-15 0.333333
94.63 0.333333 -2.38898e-15 0.333333
94.64 0.333333 -2.38898e-15 0.333333
94.65 0.333333 -2.38898e-15 0.333333
94.66 0.333333 -2.38898e-15 0.333333
94.67 0.333333 -2.38898e-15 0.333333
94.68 0.333333 -2.38898e-15 0.333333
94.69 0.333333 -2.38898e-15 0.333333
94.7 0.333333 -2.38898e-15 0.333333
94.71 0.333333 -2.38898e-15 0.333333
94.72 0.333333 -2.38898e-15 0.333333
94.73 0.333333 -2.38898e-15 0.333333
94.74 0.333333 -2.38898e-15 0.333333
94.75 0.333333 -2.38898e-15 0.333333
94.76 0.333333 -2.38898e-15 0.333333
94.77 0.333333 -2.38898e-15 0.333333
94.78 0.333333 -2.38898e-15 0.333333
94.79 0.333333 -2.38898e-15 0.333333
94.8 0.333333 -2.38898e-15 0.333333
94.81 0.333333 -2.38898e-15 0.333333
94.82 0.333333 -2.38898e-15 0.333333
94.83 0.333333 -2.38898e-15 0.333333
94.84 0.333333 -2.38898e-15 0.333333
94.85 0.333333 -2.38898e-15 0.333333
94.86 0.333333 -2.38898e-15 0.333333
94.87 0.333333 -2.38898e-15 0.333333
94.88 0.333333 -2.38898e-15 0.333333
94.89 0.333333 -2.38898e-15 0.333333
94.9 0.333333 -2.38898e-15 0.333333
94.91 0.333333 -2.38898e-15 0.333333
94.92 0.333333 -2.38898e-15 0.333333
94.93 0.333333 -2.38898e-15 0.333333
94.94 0.333333 -2.38898e-15 0.333333
94.95 0.333333 -2.38898e-15 0.333333
94.96 0.333333 -2.38898e-15 0.333333
94.97 0.333333 -2.38898e-15 0.333333
94.98 0.333333 -2.38898e-15 0.333333
94.99 0.333333 -2.38898e-15 0.333333
95 0.333333 -2.38898e-15 0.333333
95.01 0.333333 -2.38898e-15 0.333333
95.02 0.333333 -2.38898e-15 0.333333
95.03 0.333333 -2.38898e-15 0.333333
95.04 0.333333 -2.38898e-15 0.333333
95.05 0.333333 -2.38898e-15 0.333333
95.06 0.333333 -2.38898e-15 0.333333
95.07 0.333333 -2.38898e-15 0.333333
95.08 0.333333 -2.38898e-15 0.333333
95.09 0.333333 -2.38898e-15 0.333333
95.1 0.333333 -2.38898e-15 0.333333
95.11 0.333333 -2.38898e-15 0.333333
95.12 0.333333 -2.38898e-15 0.333333
95.13 0.333333 -2.38898e-15 0.333333
95.14 0.333333 -2.38898e-15 0.333333
95.15 0.333333 -2.38898e-15 0.333333
95.16 0.333333 -2.38898e-15 0.333333
95.17 0.333333 -2.38898e-15 0.333333
95.18 0.333333 -2.38898e-15 0.333333
95.19 0.333333 -2.38898e-15 0.333333
95.2 0.333333 -2.38898e-15 0.333333
95.21 0.333333 -2.38898e-15 0.333333
95.22 0.333333 -2.38898e-15 0.333333
95.23 0.333333 -2.38898e-15 0.333333
95.24 0.333333 -2.38898e-15 0.333333
95.25 0.333333 -2.38898e-15 0.333333
95.26 0.333333 -2.38898e-15 0.333333
95.27 0.333333 -2.38898e-15 0.333333
95.28 0.333333 -2.38898e-15 0.333333
95.29 0.333333 -2.38898e-15 0.333333
95.3 0.333333 -2.38898e-15 0.333333
95.31 0.333333 -2.38898e-15 0.333333
95.32 0.333333 -2.38898e-15 0.333333
95.33 0.333333 -2.38898e-15 0.333333
95.34 0.333333 -2.38898e-15 0.333333
95.35 0.333333 -2.38898e-15 0.333333
95.36 0.333333 -2.38898e-15 0.333333
95.37 0.333333 -2.38898e-15 0.333333
95.38 0.333333 -2.38898e-15 0.333333
95.39 0.333333 -2.38898e-15 0.333333
95.4 0.333333 -2.38898e-15 0.333333
95.41 0.333333 -2.38898e-15 0.333333
95.42 0.333333 -2.38898e-15 0.333333
95.43 0.333333 -2.38898e-15 0.333333
95.44 0.333333 -2.38898e-15 0.333333
95.45 0.333333 -2.38898e-15 0.333333
95.46 0.333333 -2.38898e-15 0.333333
95.47 0.333333 -2.38898e-15 0.333333
95.48 0.333333 -2.38898e-15 0.333333
95.49 0.333333 -2.38898e-15 0.333333
95.5 0.333333 -2.38898e-15 0.333333
95.51 0.333333 -2.38898e-15 0.333333
95.52 0.333333 -2.38898e-15 0.333333
95.53 0.333333 -2.38898e-15 0.333333
95.54 0.333333 -2.38898e-15 0.333333
95.55 0.333333 -2.38898e-15 0.333333
95.56 0.333333 -2.38898e-15 0.333333
95.57 0.333333 -2.38898e-15 0.333333
95.58 0.333333 -2.38898e-15 0.333333
95.59 0.333333 -2.38898e-15 0.333333
95.6 0.333333 -2.38898e-15 0.333333
95.61 0.333333 -2.38898e-15 0.333333
95.62 0.333333 -2.38898e-15 0.333333
95.63 0.333333 -2.38898e-15 0.333333
95.64 0.333333 -2.38898e-15 0.333333
95.65 0.333333 -2.38898e-15 0.333333
95.66 0.333333 -2.38898e-15 0.333333
95.67 0.333333 -2.38898e-15 0.333333
95.68 0.333333 -2.38898e-15 0.333333
95.69 0.333333 -2.38898e-15 0.333333
95.7 0.333333 -2.38898e-15 0.333333
95.71 0.333333 -2.38898e-15 0.333333
95.72 0.333333 -2.38898e-15 0.333333
95.73 0.333333 -2.38898e-15 0.333333
95.74 0.333333 -2.38898e-15 0.333333
95.75 0.333333 -2.38898e-15 0.333333
95.76 0.333333 -2.38898e-15 0.333333
95.77 0.333333 -2.38898e-15 0.333333
95.78 0.333333 -2.38898e-15 0.333333
95.79 0.333333 -2.38898e-15 0.333333
95.8 0.333333 -2.38898e-15 0.333333
95.81 0.333333 -2.38898e-15 0.333333
95.82 0.333333 -2.38898e-15 0.333333
95.83 0.333333 -2.38898e-15 0.333333
95.84 0.333333 -2.38898e-15 0.333333
95.85 0.333333 -2.38898e-15 0.333333
95.86 0.333333 -2.38898e-15 0.333333
95.87 0.333333 -2.38898e-15 0.333333
95.88 0.333333 -2.38898e-15 0.333333
95.89 0.333333 -2.38898e-15 0.333333
95.9 0.333333 -2.38898e-15 0.333333
95.91 0.333333 -2.38898e-15 0.333333
95.92 0.333333 -2.38898e-15 0.333333
95.93 0.333333 -2.38898e-15 0.333333
95.94 0.333333 -2.38898e-15 0.333333
95.95 0.333333 -2.38898e-15 0.333333
95.96 0.333333 -2.38898e-15 0.333333
95.97 0.333333 -2.38898e-15 0.333333
95.98 0.333333 -2.38898e-15 0.333333
95.99 0.333333 -2.38898e-15 0.333333
96 0.333333 -2.38898e-15 0.333333
96.01 0.333333 -2.38898e-15 0.333333
96.02 0.333333 -2.38898e-15 0.333333
96.03 0.333333 -2.38898e-15 0.333333
96.04 0.333333 -2.38898e-15 0.333333
96.05 0.333333 -2.38898e-15 0.333333
96.06 0.333333 -2.38898e-15 0.333333
96.07 0.333333 -2.38898e-15 0.333333
96.08 0.333333 -2.38898e-15 0.333333
96.09 0.333333 -2.38898e-15 0.333333
96.1 0.333333 -2.38898e-15 0.333333
96.11 0.333333 -2.38898e-15 0.333333
96.12 0.333333 -2.38898e-15 0.333333
96.13 0.333333 -2.38898e-15 0.333333
96.14 0.333333 -2.38898e-15 0.333333
96.15 0.333333 -2.38898e-15 0.333333
96.16 0.333333 -2.38898e-15 0.333333
96.17 0.333333 -2.38898e-15 0.333333
96.18 0.333333 -2.38898e-15 0.333333
96.19 0.333333 -2.38898e-15 0.333333
96.2 0.333333 -2.38898e-15 0.333333
96.21 0.333333 -2.38898e-15 0.333333
96.22 0.333333 -2.38898e-15 0.333333
96.23 0.333333 -2.38898e-15 0.333333
96.24 0.333333 -2.38898e-15 0.333333
96.25 0.333333 -2.38898e-15 0.333333
96.26 0.333333 -2.38898e-15 0.333333
96.27 0.333333 -2.38898e-15 0.333333
96.28 0.333333 -2.38898e-15 0.333333
96.29 0.333333 -2.38898e-15 0.333333
96.3 0.333333 -2.38898e-15 0.333333
96.31 0.333333 -2.38898e-15 0.333333
96.32 0.333333 -2.38898e-15 0.333333
96.33 0.333333 -2.38898e-15 0.333333
96.34 0.333333 -2.38898e-15 0.333333
96.35 0.333333 -2.38898e-15 0.333333
96.36 0.333333 -2.38898e-15 0.333333
96.37 0.333333 -2.38898e-15 0.333333
96.38 0.333333 -2.38898e-15 0.333333
96.39 0.333333 -2.38898e-15 0.333333
96.4 0.333333 -2.38898e-15 0.333333
96.41 0.333333 -2.38898e-15 0.333333
96.42 0.333333 -2.38898e-15 0.333333
96.43 0.333333 -2.38898e-15 0.333333
96.44 0.333333 -2.38898e-15 0.333333
96.45 0.333333 -2.38898e-15 0.333333
96.46 0.333333 -2.38898e-15 0.333333
96.47 0.333333 -2.38898e-15 0.333333
96.48 0.333333 -2.38898e-15 0.333333
96.49 0.333333 -2.38898e-15 0.333333
96.5 0.333333 -2.38898e-15 0.333333
96.51 0.333333 -2.38898e-15 0.333333
96.52 0.333333 -2.38898e-15 0.333333
96.53 0.333333 -2.38898e-15 0.333333
96.54 0.333333 -2.38898e-15 0.333333
96.55 0.333333 -2.38898e-15 0.333333
96.56 0.333333 -2.38898e-15 0.333333
96.57 0.333333 -2.38898e-15 0.333333
96.58 0.333333 -2.38898e-15 0.333333
96.59 0.333333 -2.38898e-15 0.333333
96.6 0.333333 -2.38898e-15 0.333333
96.61 0.333333 -2.38898e-15 0.333333
96.62 0.333333 -2.38898e-15 0.333333
96.63 0.333333 -2.38898e-15 0.333333
96.64 0.333333 -2.38898e-15 0.333333
96.65 0.333333 -2.38898e-15 0.333333
96.66 0.333333 -2.38898e-15 0.333333
96.67 0.333333 -2.38898e-15 0.333333
96.68 0.333333 -2.38898e-15 0.333333
96.69 0.333333 -2.38898e-15 0.333333
96.7 0.333333 -2.38898e-15 0.333333
96.71 0.333333 -2.38898e-15 0.333333
96.72 0.333333 -2.38898e-15 0.333333
96.73 0.333333 -2.38898e-15 0.333333
96.74 0.333333 -2.38898e-15 0.333333
96.75 0.333333 -2.38898e-15 0.333333
96.76 0.333333 -2.38898e-15 0.333333
96.77 0.333333 -2.38898e-15 0.333333
96.78 0.333333 -2.38898e-15 0.333333
96.79 0.333333 -2.38898e-15 0.333333
96.8 0.333333 -2.38898e-15 0.333333
96.81 0.333333 -2.38898e-15 0.333333
96.82 0.333333 -2.38898e-15 0.333333
96.83 0.333333 -2.38898e-15 0.333333
96.84 0.333333 -2.38898e-15 0.333333
96.85 0.333333 -2.38898e-15 0.333333
96.86 0.333333 -2.38898e-15 0.333333
96.87 0.333333 -2.38898e-15 0.333333
96.88 0.333333 -2.38898e-15 0.333333
96.89 0.333333 -2.38898e-15 0.333333
96.9 0.333333 -2.38898e-15 0.333333
96.91 0.333333 -2.38898e-15 0.333333
96.92 0.333333 -2.38898e-15 0.333333
96.93 0.333333 -2.38898e-15 0.333333
96.94 0.333333 -2.38898e-15 0.333333
96.95 0.333333 -2.38898e-15 0.333333
96.96 0.333333 -2.38898e-15 0.333333
96.97 0.333333 -2.38898e-15 0.333333
96.98 0.333333 -2.38898e-15 0.333333
96.99 0.333333 -2.38898e-15 0.333333
97 0.333333 -2.38898e-15 0.333333
97.01 0.333333 -2.38898e-15 0.333333
97.02 0.333333 -2.38898e-15 0.333333
97.03 0.333333 -2.38898e-15 0.333333
97.04 0.333333 -2.38898e-15 0.333333
97.05 0.333333 -2.38898e-15 0.333333
97.06 0.333333 -2.38898e-15 0.333333
97.07 0.333333 -2.38898e-15 0.333333
97.08 0.333333 -2.38898e-15 0.333333
97.09 0.333333 -2.38898e-15 0.333333
97.1 0.333333 -2.38898e-15 0.333333
97.11 0.333333 -2.38898e-15 0.333333
97.12 0.333333 -2.38898e-15 0.333333
97.13 0.333333 -2.38898e-15 0.333333
97.14 0.333333 -2.38898e-15 0.333333
97.15 0.333333 -2.38898e-15 0.333333
97.16 0.333333 -2.38898e-15 0.333333
97.17 0.333333 -2.38898e-15 0.333333
97.18 0.333333 -2.38898e-15 0.333333
97.19 0.333333 -2.38898e-15 0.333333
97.2 0.333333 -2.38898e-15 0.333333
97.21 0.333333 -2.38898e-15 0.333333
97.22 0.333333 -2.38898e-15 0.333333
97.23 0.333333 -2.38898e-15 0.333333
97.24 0.333333 -2.38898e-15 0.333333
97.25 0.333333 -2.38898e-15 0.333333
97.26 0.333333 -2.38898e-15 0.333333
97.27 0.333333 -2.38898e-15 0.333333
97.28 0.333333 -2.38898e-15 0.333333
97.29 0.333333 -2.38898e-15 0.333333
97.3 0.333333 -2.38898e-15 0.333333
97.31 0.333333 -2.38898e-15 0.333333
97.32 0.333333 -2.38898e-15 0.333333
97.33 0.333333 -2.38898e-15 0.333333
97.34 0.333333 -2.38898e-15 0.333333
97.35 0.333333 -2.38898e-15 0.333333
97.36 0.333333 -2.38898e-15 0.333333
97.37 0.333333 -2.38898e-15 0.333333
97.38 0.333333 -2.38898e-15 0.333333
97.39 0.333333 -2.38898e-15 0.333333
97.4 0.333333 -2.38898e-15 0.333333
97.41 0.333333 -2.38898e-15 0.333333
97.42 0.333333 -2.38898e-15 0.333333
97.43 0.333333 -2.38898e-15 0.333333
97.44 0.333333 -2.38898e-15 0.333333
97.45 0.333333 -2.38898e-15 0.333333
97.46 0.333333 -2.38898e-15 0.333333
97.47 0.333333 -2.38898e-15 0.333333
97.48 0.333333 -2.38898e-15 0.333333
97.49 0.333333 -2.38898e-15 0.333333
97.5 0.333333 -2.38898e-15 0.333333
97.51 0.333333 -2.38898e-15 0.333333
97.52 0.333333 -2.38898e-15 0.333333
97.53 0.333333 -2.38898e-15 0.333333
97.54 0.333333 -2.38898e-15 0.333333
97.55 0.333333 -2.38898e-15 0.333333
97.56 0.333333 -2.38898e-15 0.333333
97.57 0.333333 -2.38898e-15 0.333333
97.58 0.333333 -2.38898e-15 0.333333
97.59 0.333333 -2.38898e-15 0.333333
97.6 0.333333 -2.38898e-15 0.333333
97.61 0.333333 -2.38898e-15 0.333333
97.62 0.333333 -2.38898e-15 0.333333
97.63 0.333333 -2.38898e-15 0.333333
97.64 0.333333 -2.38898e-15 0.333333
97.65 0.333333 -2.38898e-15 0.333333
97.66 0.333333 -2.38898e-15 0.333333
97.67 0.333333 -2.38898e-15 0.333333
97.68 0.333333 -2.38898e-15 0.333333
97.69 0.333333 -2.38898e-15 0.333333
97.7 0.333333 -2.38898e-15 0.333333
97.71 0.333333 -2.38898e-15 0.333333
97.72 0.333333 -2.38898e-15 0.333333
97.73 0.333333 -2.38898e-15 0.333333
97.74 0.333333 -2.38898e-15 0.333333
97.75 0.333333 -2.38898e-15 0.333333
97.76 0.333333 -2.38898e-15 0.333333
97.77 0.333333 -2.38898e-15 0.333333
97.78 0.333333 -2.38898e-15 0.333333
97.79 0.333333 -2.38898e-15 0.333333
97.8 0.333333 -2.38898e-15 0.333333
97.81 0.333333 -2.38898e-15 0.333333
97.82 0.333333 -2.38898e-15 0.333333
97.83 0.333333 -2.38898e-15 0.333333
97.84 0.333333 -2.38898e-15 0.333333
97.85 0.333333 -2.38898e-15 0.333333
97.86 0.333333 -2.38898e-15 0.333333
97.87 0.333333 -2.38898e-15 0.333333
97.88 0.333333 -2.38898e-15 0.333333
97.89 0.333333 -2.38898e-15 0.333333
97.9 0.333333 -2.38898e-15 0.333333
97.91 0.333333 -2.38898e-15 0.333333
97.92 0.333333 -2.38898e-15 0.333333
97.93 0.333333 -2.38898e-15 0.333333
97.94 0.333333 -2.38898e-15 0.333333
97.95 0.333333 -2.38898e-15 0.333333
97.96 0.333333 -2.38898e-15 0.333333
97.97 0.333333 -2.38898e-15 0.333333
97.98 0.333333 -2.38898e-15 0.333333
97.99 0.333333 -2.38898e-15 0.333333
98 0.333333 -2.38898e-15 0.333333
98.01 0.333333 -2.38898e-15 0.333333
98.02 0.333333 -2.38898e-15 0.333333
98.03 0.333333 -2.38898e-15 0.333333
98.04 0.333333 -2.38898e-15 0.333333
98.05 0.333333 -2.38898e-15 0.333333
98.06 0.333333 -2.38898e-15 0.333333
98.07 0.333333 -2.38898e-15 0.333333
98.08 0.333333 -2.38898e-15 0.333333
98.09 0.333333 -2.38898e-15 0.333333
98.1 0.333333 -2.38898e-15 0.333333
98.11 0.333333 -2.38898e-15 0.333333
98.12 0.333333 -2.38898e-15 0.333333
